Business Name,Area,Category,Profile URL,Listing Source,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
GNR SOLUTIINS,Gachibowli,Real Estate Builder/Developer,https://www.realestateindia.com/profile/gnr-solutiins-in-adikmet-hyderabad-1664689/,https://www.realestateindia.com/builders-developers-in-gachibowli-hyderabad.htm,GNR SOLUTIINS,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=GNR+SOLUTIINS&per_page=5,,,,,,,,,,,,
Lands And Builders,Gachibowli,Real Estate Builder/Developer,https://www.realestateindia.com/profile/lands-and-builders-in-miyapur-hyderabad-1856882/,https://www.realestateindia.com/builders-developers-in-gachibowli-hyderabad.htm,Lands And Builders,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Lands+And+Builders&per_page=5,,,,,,,,,,,,
Prajay Engineers Syndicate Ltd,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/prajay-engineers-syndicate-ltd-in-adikmet-hyderabad-853716/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Prajay Engineers Syndicate Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Prajay+Engineers+Syndicate+Ltd&per_page=5,,,,,,,,,,,,
DARSHIKA DEVELOPERS,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/darshika-developers-in-ramachandra-puram-hyderabad-1951182/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,DARSHIKA DEVELOPERS,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=DARSHIKA+DEVELOPERS&per_page=5,,,,,,,,,,,,
Despace Interiors Pvt Ltd,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/despace-interiors-pvt-ltd-in-gachibowli-hyderabad-3451483/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Despace Interiors Pvt Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Despace+Interiors+Pvt+Ltd&per_page=5,,,,,,,,,,,,
Dream Home Realtors,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/dream-home-realtors-in-lamington-road-hubballi-19535/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Dream Home Realtors,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Dream+Home+Realtors&per_page=5,,,,,,,,,,,,
bluestone infrastructure limited,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bluestone-infrastructure-limited-in-adikmet-hyderabad-1002324/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,bluestone infrastructure limited,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=bluestone+infrastructure+limited&per_page=5,,,,,,,,,,,,
ASK SOFT TECH,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/ask-soft-tech-in-ameerpet-hyderabad-2551798/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,ASK SOFT TECH,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=ASK+SOFT+TECH&per_page=5,,,,,,,,,,,,
Aadya Builders and Estates,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/aadya-builders-and-estates-in-rolling-hills-gachibowli-hyderabad-2229106/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Aadya Builders and Estates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Aadya+Builders+and+Estates&per_page=5,,,,,,,,,,,,
Bluestone Groups,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bluestone-groups-in-madhapur-hyderabad-821187/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Bluestone Groups,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Bluestone+Groups&per_page=5,,,,,,,,,,,,
Ridge Homes,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/ridge-homes-in-sultanpur-hyderabad-2218429/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Ridge Homes,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Ridge+Homes&per_page=5,,,,,,,,,,,,
Cybercity Builders & Developers Pvt. Ltd.,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/cybercity-builders-developers-pvt-ltd-in-adikmet-hyderabad-135089/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Cybercity Builders & Developers Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Cybercity+Builders+%26+Developers+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
Sathwik Interiors & Realtors,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sathwik-interiors-realtors-in-kukatpally-hyderabad-2537722/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,Sathwik Interiors & Realtors,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sathwik+Interiors+%26+Realtors&per_page=5,,,,,,,,,,,,
VKR Property Services,Hitech City,Real Estate Builder/Developer,https://www.realestateindia.com/profile/vkr-property-services-in-adikmet-hyderabad-75494/,https://www.realestateindia.com/builders-developers-in-hitech-city-hyderabad.htm,VKR Property Services,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=VKR+Property+Services&per_page=5,,,,,,,,,,,,
BNPR PROJECTS LLP,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bnpr-projects-llp-in-kondapur-hyderabad-1503952/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,BNPR PROJECTS LLP,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=BNPR+PROJECTS+LLP&per_page=5,,,,,,,,,,,,
Bharat Nirman Limited,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bharat-nirman-limited-in-ameerpet-hyderabad-1713731/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Bharat Nirman Limited,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Bharat+Nirman+Limited&per_page=5,,,,,,,,,,,,
Axia properties,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/axia-properties-in-nagole-hyderabad-2458829/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Axia properties,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Axia+properties&per_page=5,,,,,,,,,,,,
MyRon Homes,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/myron-homes-in-jubilee-hills-hyderabad-2118859/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,MyRon Homes,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=MyRon+Homes&per_page=5,,,,,,,,,,,,
Jayakrishna Constructions,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/jayakrishna-constructions-in-hyderabad-3802515/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Jayakrishna Constructions,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Jayakrishna+Constructions&per_page=5,,,,,,,,,,,,
Happy Homes,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/happy-homes-in-attapur-hyderabad-797962/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Happy Homes,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Happy+Homes&per_page=5,Q56523090,,,,,,,,,,,
Datta Estates and Co,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/datta-estates-and-co-in-kukatpally-hyderabad-1310486/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Datta Estates and Co,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Datta+Estates+and+Co&per_page=5,,,,,,,,,,,,
SAI AKSHAY CONSTRUCTIONS,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sai-akshay-constructions-in-adikmet-hyderabad-1239258/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,SAI AKSHAY CONSTRUCTIONS,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SAI+AKSHAY+CONSTRUCTIONS&per_page=5,,,,,,,,,,,,
Incor Infrastructure Pvt. Ltd.,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/incor-infrastructure-pvt-ltd-in-adikmet-hyderabad-1494522/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Incor Infrastructure Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Incor+Infrastructure+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
Mumbai estate,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/mumbai-estate-in-antop-hill-mumbai-4074122/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Mumbai estate,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Mumbai+estate&per_page=5,,,,,,,,,,,,
asrithas group,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/asrithas-group-in-adikmet-hyderabad-1567517/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,asrithas group,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=asrithas+group&per_page=5,,,,,,,,,,,,
Bonsai Housing,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bonsai-housing-in-adikmet-hyderabad-247058/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Bonsai Housing,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Bonsai+Housing&per_page=5,,,,,,,,,,,,
Lodha Group,Madhapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/lodha-group-in-adikmet-hyderabad-135596/,https://www.realestateindia.com/builders-developers-in-madhapur-hyderabad.htm,Lodha Group,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Lodha+Group&per_page=5,Lodha Group,,,,,,http://www.lodhagroup.com/home.php,,,,,
Sri Skanda Developers,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sri-skanda-developers-in-ameerpet-hyderabad-2900093/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,Sri Skanda Developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sri+Skanda+Developers&per_page=5,,,,,,,,,,,,
Springfield Villas Pvt. Ltd.,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/springfield-villas-pvt-ltd-in-diamond-point-secunderabad-14516/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,Springfield Villas Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Springfield+Villas+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
adasada properties,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/adasada-properties-in-hasanganj-unnao-1014824/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,adasada properties,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=adasada+properties&per_page=5,,,,,,,,,,,,
Adasada Developers Private Limited,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/adasada-developers-private-limited-in-dilsukhnagar-hyderabad-1139016/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,Adasada Developers Private Limited,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Adasada+Developers+Private+Limited&per_page=5,,,,,,,,,,,,
BVM Energy And Residency Pvt Ltd,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/bvm-energy-and-residency-pvt-ltd-in-gachibowli-hyderabad-2792610/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,BVM Energy And Residency Pvt Ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=BVM+Energy+And+Residency+Pvt+Ltd&per_page=5,,,,,,,,,,,,
Siri Sampada Constructions,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/siri-sampada-constructions-in-adikmet-hyderabad-74532/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,Siri Sampada Constructions,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Siri+Sampada+Constructions&per_page=5,,,,,,,,,,,,
Sri Vaarahi Infra Developers,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sri-vaarahi-infra-developers-in-miyapur-hyderabad-3051006/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,Sri Vaarahi Infra Developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sri+Vaarahi+Infra+Developers&per_page=5,,,,,,,,,,,,
rohith enterprises,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/rohith-enterprises-in-adikmet-hyderabad-1433589/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,rohith enterprises,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=rohith+enterprises&per_page=5,,,,,,,,,,,,
adasada reaestates,Kondapur,Real Estate Builder/Developer,https://www.realestateindia.com/profile/adasada-reaestates-in-adikmet-hyderabad-1055714/,https://www.realestateindia.com/builders-developers-in-kondapur-hyderabad.htm,adasada reaestates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=adasada+reaestates&per_page=5,,,,,,,,,,,,
Siyora developers,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/siyora-developers-in-bininage-hyderabad-1749167/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Siyora developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Siyora+developers&per_page=5,,,,,,,,,,,,
Sark Projects,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sark-projects-in-adikmet-hyderabad-941410/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Sark Projects,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sark+Projects&per_page=5,,,,,,,,,,,,
SG Real Estates,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sg-real-estates-in-patancheru-hyderabad-1647404/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,SG Real Estates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SG+Real+Estates&per_page=5,,,,,,,,,,,,
Akshay Realators And Developers,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/akshay-realators-and-developers-in-adikmet-hyderabad-22046/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Akshay Realators And Developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Akshay+Realators+And+Developers&per_page=5,,,,,,,,,,,,
Them Ambience,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/them-ambience-in-adikmet-hyderabad-81668/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Them Ambience,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Them+Ambience&per_page=5,,,,,,,,,,,,
Concept one developers pvt ltd,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/concept-one-developers-pvt-ltd-in-sun-city-hyderabad-3334398/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Concept one developers pvt ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Concept+one+developers+pvt+ltd&per_page=5,,,,,,,,,,,,
Choice-India,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/choice-india-in-greater-hyderabad-610270/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Choice-India,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Choice-India&per_page=5,,,,,,,,,,,,
Green metro infra pvt ltd,Jubilee Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/green-metro-infra-pvt-ltd-in-adikmet-hyderabad-1531706/,https://www.realestateindia.com/builders-developers-in-jubilee-hills-hyderabad.htm,Green metro infra pvt ltd,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Green+metro+infra+pvt+ltd&per_page=5,,,,,,,,,,,,
Cosmos Consultants,Banjara Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/cosmos-consultants-in-mehdipatnam-hyderabad-560943/,https://www.realestateindia.com/builders-developers-in-banjara-hills-hyderabad.htm,Cosmos Consultants,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Cosmos+Consultants&per_page=5,,,,,,,,,,,,
Honeyy Group,Banjara Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/honeyy-group-in-kphb-1st-phase-kukatpally-hyderabad-2943703/,https://www.realestateindia.com/builders-developers-in-banjara-hills-hyderabad.htm,Honeyy Group,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Honeyy+Group&per_page=5,,,,,,,,,,,,
Seven stones developers,Banjara Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/seven-stones-developers-in-sagar-society-hyderabad-1936523/,https://www.realestateindia.com/builders-developers-in-banjara-hills-hyderabad.htm,Seven stones developers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Seven+stones+developers&per_page=5,,,,,,,,,,,,
Sri Aditya Homes Pvt. Ltd.,Banjara Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/sri-aditya-homes-pvt-ltd-in-adikmet-hyderabad-74583/,https://www.realestateindia.com/builders-developers-in-banjara-hills-hyderabad.htm,Sri Aditya Homes Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sri+Aditya+Homes+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
Rudhra Real Estates,Banjara Hills,Real Estate Builder/Developer,https://www.realestateindia.com/profile/rudhra-real-estates-in-alwal-hyderabad-1357042/,https://www.realestateindia.com/builders-developers-in-banjara-hills-hyderabad.htm,Rudhra Real Estates,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Rudhra+Real+Estates&per_page=5,,,,,,,,,,,,
